2026-05-19 12:26:21,679 - main - INFO - === Logging system initialized ===
2026-05-19 12:26:21,679 - main - INFO - Log file: logs/app_20260519_122621.log
2026-05-19 12:26:21,679 - main - INFO - Log level: INFO
2026-05-19 12:26:21,679 - main - INFO - Timestamp: 20260519_122621
2026-05-19 12:26:22,724 - main - INFO - Included router: routers.aihub.router
2026-05-19 12:26:22,747 - main - INFO - Included router: routers.auth.router
2026-05-19 12:26:22,750 - main - INFO - Included router: routers.health.router
2026-05-19 12:26:22,896 - main - INFO - Included router: routers.printer_settings.router
2026-05-19 12:26:22,963 - main - INFO - Included router: routers.reservations.router
2026-05-19 12:26:23,007 - main - INFO - Included router: routers.salons.router
2026-05-19 12:26:23,055 - main - INFO - Included router: routers.settings.router
2026-05-19 12:26:23,093 - main - INFO - Included router: routers.storage.router
2026-05-19 12:26:23,101 - main - INFO - Included router: routers.user.router
2026-05-19 12:26:24,969 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260519_122624.log')}
2026-05-19 12:26:25,320 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:25,671 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:26,022 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122624.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:26,373 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122624.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:26,726 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:27,077 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:27,430 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:27,781 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:28,133 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:28,484 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:28,835 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:29,192 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:29,543 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:29,894 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:30,247 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:30,598 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:30,949 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:31,300 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:31,652 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
2026-05-19 12:26:32,003 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_122621.log')}
