2026-05-27 12:22:30,704 - main - INFO - === Logging system initialized ===
2026-05-27 12:22:30,704 - main - INFO - Log file: logs/app_20260527_122230.log
2026-05-27 12:22:30,705 - main - INFO - Log level: INFO
2026-05-27 12:22:30,705 - main - INFO - Timestamp: 20260527_122230
2026-05-27 12:22:31,702 - main - INFO - Included router: routers.aihub.router
2026-05-27 12:22:31,727 - main - INFO - Included router: routers.auth.router
2026-05-27 12:22:31,775 - main - INFO - Included router: routers.clients.router
2026-05-27 12:22:31,791 - main - INFO - Included router: routers.google_calendar.router
2026-05-27 12:22:31,793 - main - INFO - Included router: routers.health.router
2026-05-27 12:22:31,843 - main - INFO - Included router: routers.printer_settings.router
2026-05-27 12:22:31,904 - main - INFO - Included router: routers.reservations.router
2026-05-27 12:22:31,961 - main - INFO - Included router: routers.salons.router
2026-05-27 12:22:31,984 - main - INFO - Included router: routers.settings.router
2026-05-27 12:22:32,021 - main - INFO - Included router: routers.storage.router
2026-05-27 12:22:32,040 - main - INFO - Included router: routers.user.router
2026-05-27 12:22:33,518 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260527_122233.log')}
2026-05-27 12:22:33,870 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:34,221 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:34,572 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122233.log')}
2026-05-27 12:22:34,923 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122233.log')}
2026-05-27 12:22:35,274 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:35,625 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:35,976 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:36,327 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:36,678 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:37,029 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:37,380 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
2026-05-27 12:22:37,732 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_122230.log')}
