2026-05-19 08:25:12,045 - main - INFO - === Logging system initialized ===
2026-05-19 08:25:12,045 - main - INFO - Log file: logs/app_20260519_082512.log
2026-05-19 08:25:12,045 - main - INFO - Log level: INFO
2026-05-19 08:25:12,045 - main - INFO - Timestamp: 20260519_082512
2026-05-19 08:25:12,785 - main - INFO - Included router: routers.aihub.router
2026-05-19 08:25:12,809 - main - INFO - Included router: routers.auth.router
2026-05-19 08:25:12,813 - main - INFO - Included router: routers.health.router
2026-05-19 08:25:12,868 - main - INFO - Included router: routers.reservations.router
2026-05-19 08:25:12,922 - main - INFO - Included router: routers.salons.router
2026-05-19 08:25:12,945 - main - INFO - Included router: routers.settings.router
2026-05-19 08:25:12,989 - main - INFO - Included router: routers.storage.router
2026-05-19 08:25:13,000 - main - INFO - Included router: routers.user.router
2026-05-19 08:25:14,404 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260519_082514.log')}
2026-05-19 08:25:14,755 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:15,106 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:15,457 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082514.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:15,808 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:16,159 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:16,510 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:16,861 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:17,212 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:17,563 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:17,914 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:18,265 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:18,616 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:18,967 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:19,318 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:19,669 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:20,020 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:20,371 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:20,722 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:21,073 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:21,424 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:21,775 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:22,126 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:22,477 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:22,828 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:23,179 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:23,529 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:23,880 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:24,231 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:24,582 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:24,933 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:25,284 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:25,634 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:25,987 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:26,338 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:26,689 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:27,040 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:27,391 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:27,742 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
2026-05-19 08:25:28,093 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_082512.log')}
