2026-05-19 06:15:12,815 - main - INFO - === Logging system initialized ===
2026-05-19 06:15:12,815 - main - INFO - Log file: logs/app_20260519_061512.log
2026-05-19 06:15:12,815 - main - INFO - Log level: INFO
2026-05-19 06:15:12,815 - main - INFO - Timestamp: 20260519_061512
2026-05-19 06:15:13,811 - main - INFO - Included router: routers.aihub.router
2026-05-19 06:15:13,834 - main - INFO - Included router: routers.auth.router
2026-05-19 06:15:13,836 - main - INFO - Included router: routers.health.router
2026-05-19 06:15:13,895 - main - INFO - Included router: routers.reservations.router
2026-05-19 06:15:13,914 - main - INFO - Included router: routers.settings.router
2026-05-19 06:15:13,957 - main - INFO - Included router: routers.storage.router
2026-05-19 06:15:13,966 - main - INFO - Included router: routers.user.router
2026-05-19 06:15:15,488 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260519_061515.log')}
2026-05-19 06:15:15,839 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:16,190 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:16,541 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061515.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:16,892 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:17,243 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:17,594 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:17,945 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:18,296 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
2026-05-19 06:15:18,647 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061512.log')}
