2026-05-27 16:19:40,209 - main - INFO - === Logging system initialized ===
2026-05-27 16:19:40,210 - main - INFO - Log file: logs/app_20260527_161940.log
2026-05-27 16:19:40,210 - main - INFO - Log level: INFO
2026-05-27 16:19:40,210 - main - INFO - Timestamp: 20260527_161940
2026-05-27 16:19:41,204 - main - INFO - Included router: routers.aihub.router
2026-05-27 16:19:41,226 - main - INFO - Included router: routers.auth.router
2026-05-27 16:19:41,283 - main - INFO - Included router: routers.clients.router
2026-05-27 16:19:41,300 - main - INFO - Included router: routers.google_calendar.router
2026-05-27 16:19:41,303 - main - INFO - Included router: routers.health.router
2026-05-27 16:19:41,358 - main - INFO - Included router: routers.printer_settings.router
2026-05-27 16:19:41,420 - main - INFO - Included router: routers.reservations.router
2026-05-27 16:19:41,467 - main - INFO - Included router: routers.salons.router
2026-05-27 16:19:41,501 - main - INFO - Included router: routers.settings.router
2026-05-27 16:19:41,558 - main - INFO - Included router: routers.storage.router
2026-05-27 16:19:41,571 - main - INFO - Included router: routers.user.router
2026-05-27 16:19:43,041 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260527_161942.log')}
2026-05-27 16:19:43,392 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:43,743 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:44,094 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161942.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:44,445 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161942.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:44,796 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:45,147 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:45,498 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:45,849 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:46,200 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
2026-05-27 16:19:46,551 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260527_161940.log')}
