2026-05-19 11:19:43,708 - main - INFO - === Logging system initialized ===
2026-05-19 11:19:43,709 - main - INFO - Log file: logs/app_20260519_111943.log
2026-05-19 11:19:43,709 - main - INFO - Log level: INFO
2026-05-19 11:19:43,709 - main - INFO - Timestamp: 20260519_111943
2026-05-19 11:19:44,744 - main - INFO - Included router: routers.aihub.router
2026-05-19 11:19:44,786 - main - INFO - Included router: routers.auth.router
2026-05-19 11:19:44,791 - main - INFO - Included router: routers.health.router
2026-05-19 11:19:44,853 - main - INFO - Included router: routers.printer_settings.router
2026-05-19 11:19:44,923 - main - INFO - Included router: routers.reservations.router
2026-05-19 11:19:44,978 - main - INFO - Included router: routers.salons.router
2026-05-19 11:19:45,005 - main - INFO - Included router: routers.settings.router
2026-05-19 11:19:45,092 - main - INFO - Included router: routers.storage.router
2026-05-19 11:19:45,101 - main - INFO - Included router: routers.user.router
2026-05-19 11:19:46,932 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260519_111946.log')}
2026-05-19 11:19:47,284 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:47,635 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:47,986 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111946.log')}
2026-05-19 11:19:48,337 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111946.log')}
2026-05-19 11:19:48,688 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:49,039 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:49,389 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:49,742 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:50,093 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:50,444 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:50,795 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:51,146 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:51,498 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:51,849 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:52,202 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:52,553 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:52,904 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:53,255 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:53,606 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:53,957 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:54,308 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:54,659 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:55,010 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:55,361 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:55,712 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111946.log')}
2026-05-19 11:19:56,063 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111946.log')}
2026-05-19 11:19:56,415 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:56,765 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
2026-05-19 11:19:57,117 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_111943.log')}
