2026-05-24 19:39:29,484 - main - INFO - === Logging system initialized ===
2026-05-24 19:39:29,484 - main - INFO - Log file: logs/app_20260524_193929.log
2026-05-24 19:39:29,484 - main - INFO - Log level: INFO
2026-05-24 19:39:29,484 - main - INFO - Timestamp: 20260524_193929
2026-05-24 19:39:30,525 - main - INFO - Included router: routers.aihub.router
2026-05-24 19:39:30,553 - main - INFO - Included router: routers.auth.router
2026-05-24 19:39:30,614 - main - INFO - Included router: routers.clients.router
2026-05-24 19:39:30,617 - main - INFO - Included router: routers.health.router
2026-05-24 19:39:30,669 - main - INFO - Included router: routers.printer_settings.router
2026-05-24 19:39:30,732 - main - INFO - Included router: routers.reservations.router
2026-05-24 19:39:30,777 - main - INFO - Included router: routers.salons.router
2026-05-24 19:39:30,808 - main - INFO - Included router: routers.settings.router
2026-05-24 19:39:30,850 - main - INFO - Included router: routers.storage.router
2026-05-24 19:39:30,860 - main - INFO - Included router: routers.user.router
2026-05-24 19:39:32,732 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260524_193932.log')}
2026-05-24 19:39:33,084 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:33,435 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:33,786 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193932.log')}
2026-05-24 19:39:34,137 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193932.log')}
2026-05-24 19:39:34,488 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:34,839 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:35,191 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:35,542 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:35,893 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:36,244 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:36,595 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:36,946 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:37,297 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:37,648 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
2026-05-24 19:39:37,999 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260524_193929.log')}
