2026-05-19 06:19:23,347 - main - INFO - === Logging system initialized ===
2026-05-19 06:19:23,348 - main - INFO - Log file: logs/app_20260519_061923.log
2026-05-19 06:19:23,348 - main - INFO - Log level: INFO
2026-05-19 06:19:23,348 - main - INFO - Timestamp: 20260519_061923
2026-05-19 06:19:24,269 - main - INFO - Included router: routers.aihub.router
2026-05-19 06:19:24,291 - main - INFO - Included router: routers.auth.router
2026-05-19 06:19:24,293 - main - INFO - Included router: routers.health.router
2026-05-19 06:19:24,344 - main - INFO - Included router: routers.reservations.router
2026-05-19 06:19:24,370 - main - INFO - Included router: routers.settings.router
2026-05-19 06:19:24,407 - main - INFO - Included router: routers.storage.router
2026-05-19 06:19:24,418 - main - INFO - Included router: routers.user.router
2026-05-19 06:19:25,884 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260519_061925.log')}
2026-05-19 06:19:26,236 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:26,587 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:26,938 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:27,289 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:27,640 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:27,991 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:28,342 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:28,693 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:29,044 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:29,395 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:29,746 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:30,097 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:30,448 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:30,799 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:31,150 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:31,501 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:31,853 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:32,205 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:32,556 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:32,907 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061925.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:33,258 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:33,609 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:33,960 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:34,311 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:34,662 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:35,013 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:35,364 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:35,715 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:36,066 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:36,417 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:36,768 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:37,119 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:37,470 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:37,821 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:38,172 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:38,523 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:38,874 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
2026-05-19 06:19:39,225 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260519_061923.log')}
